luna	date	run	trial	xdat	lat	Count
10662	20101123	4	36	130	533	2
10662	20101123	4	37	128	385	1
10662	20101123	4	38	202	437	1
10662	20101123	4	39	147	425	1
10662	20101123	4	40	150	381	1
10662	20101123	4	41	201	NA	-1
10662	20101123	4	42	130	417	1
10662	20120406	1	1	201	429	1
10662	20120406	1	2	149	405	1
10662	20120406	1	3	129	445	1
10662	20120406	1	4	203	537	1
10662	20120406	1	5	201	405	1
10662	20120406	1	6	130	464	1
10662	20120406	1	7	201	413	1
10662	20120406	1	8	149	371	1
10662	20120406	1	9	147	465	1
10662	20120406	1	10	202	356	1
10662	20120406	1	11	128	433	1
10662	20120406	1	12	129	453	1
10662	20120406	1	13	127	453	1
10662	20120406	1	14	150	440	1
10662	20120406	1	15	130	361	1
10662	20120406	1	16	201	341	1
10662	20120406	1	17	150	475	1
10662	20120406	1	18	128	409	1
10662	20120406	1	19	204	456	1
10662	20120406	1	20	150	421	1
10662	20120406	1	21	203	509	1
10662	20120406	1	22	130	539	1
10662	20120406	1	23	203	489	1
10662	20120406	1	24	204	433	1
10662	20120406	1	25	148	364	1
10662	20120406	1	26	147	389	1
10662	20120406	1	27	127	529	1
10662	20120406	1	28	147	479	1
10662	20120406	1	29	127	367	1
10662	20120406	1	30	204	517	1
10662	20120406	1	31	147	341	1
10662	20120406	1	32	150	465	1
10662	20120406	1	33	148	453	1
10662	20120406	1	34	130	445	2
10662	20120406	1	35	128	309	1
10662	20120406	1	36	204	477	1
10662	20120406	1	37	202	461	1
10662	20120406	1	38	127	440	1
10662	20120406	1	39	202	402	1
10662	20120406	1	40	129	413	2
10662	20120406	1	41	148	373	1
10662	20120406	1	42	149	408	1
10662	20120406	2	1	127	591	2
10662	20120406	2	2	147	337	1
10662	20120406	2	3	127	357	1
10662	20120406	2	4	204	425	1
10662	20120406	2	5	150	401	1
10662	20120406	2	6	129	376	1
10662	20120406	2	7	150	NA	-1
10662	20120406	2	8	147	389	1
10662	20120406	2	9	203	NA	-1
10662	20120406	2	10	149	409	2
10662	20120406	2	11	130	414	1
10662	20120406	2	12	127	381	1
10662	20120406	2	13	201	413	1
10662	20120406	2	14	202	385	1
10662	20120406	2	15	203	NA	-1
10662	20120406	2	16	148	348	1
10662	20120406	2	17	148	381	1
10662	20120406	2	18	204	477	1
10662	20120406	2	19	148	369	1
10662	20120406	2	20	127	454	1
10662	20120406	2	21	129	409	1
10662	20120406	2	22	128	NA	-1
10662	20120406	2	23	130	369	1
10662	20120406	2	24	204	587	1
10662	20120406	2	25	149	621	1
10662	20120406	2	26	149	505	1
10662	20120406	2	27	204	365	1
10662	20120406	2	28	128	356	1
10662	20120406	2	29	130	341	1
10662	20120406	2	30	150	413	1
10662	20120406	2	31	201	501	1
10662	20120406	2	32	201	413	1
10662	20120406	2	33	147	361	1
10662	20120406	2	34	129	333	1
10662	20120406	2	35	202	393	1
10662	20120406	2	36	202	497	1
10662	20120406	2	37	130	429	1
10662	20120406	2	38	147	365	1
10662	20120406	2	39	128	449	1
10662	20120406	2	40	203	369	1
10662	20120406	2	41	150	313	2
10662	20120406	2	42	201	433	1
10662	20120406	3	1	147	369	1
10662	20120406	3	2	127	417	1
10662	20120406	3	3	129	355	1
10662	20120406	3	4	147	310	2
10662	20120406	3	5	202	313	1
10662	20120406	3	6	129	449	1
10662	20120406	3	7	127	415	1
10662	20120406	3	8	204	433	2
10662	20120406	3	9	201	409	1
10662	20120406	3	10	150	372	1
10662	20120406	3	11	203	341	1
10662	20120406	3	12	201	369	1
10662	20120406	3	13	128	NA	-1
10662	20120406	3	14	147	357	1
10662	20120406	3	15	149	301	2
10662	20120406	3	16	202	361	1
10662	20120406	3	17	128	369	1
10662	20120406	3	18	202	357	1
10662	20120406	3	19	150	387	1
10662	20120406	3	20	128	381	1
10662	20120406	3	21	129	353	1
10662	20120406	3	22	148	413	1
10662	20120406	3	23	148	385	1
10662	20120406	3	24	130	459	1
10662	20120406	3	25	204	521	1
10662	20120406	3	26	147	413	1
10662	20120406	3	27	203	149	1
10662	20120406	3	28	130	340	1
10662	20120406	3	29	149	NA	-1
10662	20120406	3	30	203	485	1
10662	20120406	3	31	130	361	1
10662	20120406	3	32	149	373	1
10662	20120406	3	33	127	429	1
10662	20120406	3	34	150	497	1
10662	20120406	3	35	204	401	1
10662	20120406	3	36	148	385	1
10662	20120406	3	37	127	425	1
10662	20120406	3	38	204	421	2
10662	20120406	3	39	130	444	1
10662	20120406	3	40	150	361	1
10662	20120406	3	41	201	353	1
10662	20120406	3	42	201	437	2
10662	20120406	4	1	147	349	1
10662	20120406	4	2	130	394	1
10662	20120406	4	3	202	325	1
10662	20120406	4	4	149	381	1
10662	20120406	4	5	201	369	1
10662	20120406	4	6	202	390	1
10662	20120406	4	7	129	473	1
10662	20120406	4	8	129	530	1
10662	20120406	4	9	150	397	2
10662	20120406	4	10	149	349	1
10662	20120406	4	11	130	313	1
10662	20120406	4	12	127	361	1
10662	20120406	4	13	203	401	1
10662	20120406	4	14	204	417	1
10662	20120406	4	15	129	369	1
10662	20120406	4	16	150	607	1
10662	20120406	4	17	128	397	1
10662	20120406	4	18	204	441	1
10662	20120406	4	19	203	455	1
10662	20120406	4	20	148	325	0
10662	20120406	4	21	149	429	1
10662	20120406	4	22	201	437	1
10662	20120406	4	23	203	461	0
10662	20120406	4	24	127	277	2
10662	20120406	4	25	150	439	1
10662	20120406	4	26	147	341	1
10662	20120406	4	27	148	405	1
10662	20120406	4	28	128	441	1
10662	20120406	4	29	127	393	1
10662	20120406	4	30	127	305	0
10662	20120406	4	31	147	373	1
10662	20120406	4	32	204	436	1
10662	20120406	4	33	148	326	1
10662	20120406	4	34	201	441	1
10662	20120406	4	35	204	377	1
10662	20120406	4	36	130	382	1
10662	20120406	4	37	128	402	1
10662	20120406	4	38	202	505	1
10662	20120406	4	39	147	425	1
10662	20120406	4	40	150	377	1
10662	20120406	4	41	201	417	1
10662	20120406	4	42	130	399	1
10664	20090417	1	1	201	385	1
10664	20090417	1	2	149	365	1
10664	20090417	1	3	129	389	1
10664	20090417	1	4	203	333	1
10664	20090417	1	5	201	393	1
10664	20090417	1	6	130	421	1
10664	20090417	1	7	201	373	1
10664	20090417	1	8	149	409	1
10664	20090417	1	9	147	349	1
10664	20090417	1	10	202	309	1
10664	20090417	1	11	128	357	1
10664	20090417	1	12	129	481	1
10664	20090417	1	13	127	353	1
10664	20090417	1	14	150	380	1
10664	20090417	1	15	130	337	1
10664	20090417	1	16	201	361	1
10664	20090417	1	17	150	NA	-1
10664	20090417	1	18	128	345	1
10664	20090417	1	19	204	437	1
10664	20090417	1	20	150	NA	-1
10664	20090417	1	21	203	345	1
10664	20090417	1	22	130	345	1
10664	20090417	1	23	203	345	1
10664	20090417	1	24	204	349	1
10664	20090417	1	25	148	421	1
10664	20090417	1	26	147	353	1
10664	20090417	1	27	127	352	1
10664	20090417	1	28	147	373	1
10664	20090417	1	29	127	365	1
10664	20090417	1	30	204	321	1
10664	20090417	1	31	147	344	1
10664	20090417	1	32	150	361	1
10664	20090417	1	33	148	349	1
10664	20090417	1	34	130	377	1
10664	20090417	1	35	128	401	1
10664	20090417	1	36	204	413	1
10664	20090417	1	37	202	385	1
10664	20090417	1	38	127	337	1
10664	20090417	1	39	202	316	1
10664	20090417	1	40	129	417	1
10664	20090417	1	41	148	373	1
10664	20090417	1	42	149	357	1
10664	20090417	2	1	127	321	1
10664	20090417	2	2	147	328	1
10664	20090417	2	3	127	341	1
10664	20090417	2	4	204	361	1
10664	20090417	2	5	150	357	1
10664	20090417	2	6	129	317	1
10664	20090417	2	7	150	356	1
10664	20090417	2	8	147	349	1
10664	20090417	2	9	203	385	1
10664	20090417	2	10	149	325	1
10664	20090417	2	11	130	325	1
10664	20090417	2	12	127	349	1
10664	20090417	2	13	201	353	1
10664	20090417	2	14	202	352	1
10664	20090417	2	15	203	369	1
10664	20090417	2	16	148	369	1
10664	20090417	2	17	148	561	1
10664	20090417	2	18	204	397	1
10664	20090417	2	19	148	361	1
10664	20090417	2	20	127	357	1
10664	20090417	2	21	129	373	1
10664	20090417	2	22	128	341	1
10664	20090417	2	23	130	353	1
10664	20090417	2	24	204	429	1
10664	20090417	2	25	149	381	1
10664	20090417	2	26	149	377	1
10664	20090417	2	27	204	NA	-1
10664	20090417	2	28	128	405	1
10664	20090417	2	29	130	345	1
10664	20090417	2	30	150	349	1
10664	20090417	2	31	201	409	1
10664	20090417	2	32	201	325	1
10664	20090417	2	33	147	360	1
10664	20090417	2	34	129	373	1
10664	20090417	2	35	202	369	1
10664	20090417	2	36	202	337	1
10664	20090417	2	37	130	388	1
10664	20090417	2	38	147	345	1
10664	20090417	2	39	128	349	1
10664	20090417	2	40	203	NA	-1
10664	20090417	2	41	150	321	1
10664	20090417	2	42	201	336	1
10664	20090417	3	1	147	NA	-1
10664	20090417	3	2	127	341	1
10664	20090417	3	3	129	325	1
10664	20090417	3	4	147	341	1
10664	20090417	3	5	202	317	1
10664	20090417	3	6	129	329	1
10664	20090417	3	7	127	325	1
10664	20090417	3	8	204	346	1
10664	20090417	3	9	201	401	1
10664	20090417	3	10	150	352	1
10664	20090417	3	11	203	301	1
10664	20090417	3	12	201	337	1
10664	20090417	3	13	128	377	1
10664	20090417	3	14	147	449	1
10664	20090417	3	15	149	413	1
10664	20090417	3	16	202	361	1
10664	20090417	3	17	128	381	1
10664	20090417	3	18	202	345	1
10664	20090417	3	19	150	385	1
10664	20090417	3	20	128	331	1
10664	20090417	3	21	129	NA	-1
10664	20090417	3	22	148	433	1
10664	20090417	3	23	148	389	1
10664	20090417	3	24	130	337	1
10664	20090417	3	25	204	405	1
10664	20090417	3	26	147	361	1
10664	20090417	3	27	203	329	1
10664	20090417	3	28	130	NA	-1
10664	20090417	3	29	149	317	1
10664	20090417	3	30	203	NA	-1
10664	20090417	3	31	130	309	1
10664	20090417	3	32	149	349	1
10664	20090417	3	33	127	373	1
10664	20090417	3	34	150	312	1
10664	20090417	3	35	204	349	1
10664	20090417	3	36	148	397	1
10664	20090417	3	37	127	369	1
10664	20090417	3	38	204	NA	-1
10664	20090417	3	39	130	NA	-1
10664	20090417	3	40	150	NA	-1
10664	20090417	3	41	201	437	1
10664	20090417	3	42	201	393	1
10664	20090417	4	1	147	352	1
10664	20090417	4	2	130	357	1
10664	20090417	4	3	202	NA	-1
10664	20090417	4	4	149	NA	-1
10664	20090417	4	5	201	325	1
10664	20090417	4	6	202	345	1
10664	20090417	4	7	129	329	1
10664	20090417	4	8	129	333	1
10664	20090417	4	9	150	341	1
10664	20090417	4	10	149	365	1
10664	20090417	4	11	130	NA	-1
10664	20090417	4	12	127	373	1
10664	20090417	4	13	203	329	1
10664	20090417	4	14	204	NA	-1
10664	20090417	4	15	129	321	1
10664	20090417	4	16	150	NA	-1
10664	20090417	4	17	128	NA	-1
10664	20090417	4	18	204	325	1
10664	20090417	4	19	203	NA	-1
10664	20090417	4	20	148	341	1
10664	20090417	4	21	149	NA	-1
10664	20090417	4	22	201	345	1
10664	20090417	4	23	203	101	2
10664	20090417	4	24	127	405	1
10664	20090417	4	25	150	293	1
10664	20090417	4	26	147	413	1
10664	20090417	4	27	148	401	1
10664	20090417	4	28	128	341	1
10664	20090417	4	29	127	329	1
10664	20090417	4	30	127	333	1
10664	20090417	4	31	147	369	1
10664	20090417	4	32	204	NA	-1
10664	20090417	4	33	148	329	1
10664	20090417	4	34	201	413	1
10664	20090417	4	35	204	NA	-1
10664	20090417	4	36	130	NA	-1
10664	20090417	4	37	128	345	1
10664	20090417	4	38	202	361	1
10664	20090417	4	39	147	393	1
10664	20090417	4	40	150	453	1
10664	20090417	4	41	201	333	1
10664	20090417	4	42	130	NA	-1
10665	20090417	1	1	201	453	1
10665	20090417	1	2	149	317	1
10665	20090417	1	3	129	307	1
10665	20090417	1	4	203	441	1
10665	20090417	1	5	201	321	1
10665	20090417	1	6	130	365	1
10665	20090417	1	7	201	545	1
10665	20090417	1	8	149	301	1
10665	20090417	1	9	147	353	1
10665	20090417	1	10	202	336	1
10665	20090417	1	11	128	317	1
10665	20090417	1	12	129	492	1
10665	20090417	1	13	127	341	1
10665	20090417	1	14	150	353	1
10665	20090417	1	15	130	341	1
10665	20090417	1	16	201	301	1
10665	20090417	1	17	150	445	1
10665	20090417	1	18	128	345	1
10665	20090417	1	19	204	389	1
10665	20090417	1	20	150	455	1
10665	20090417	1	21	203	317	2
10665	20090417	1	22	130	301	1
10665	20090417	1	23	203	325	1
10665	20090417	1	24	204	405	1
10665	20090417	1	25	148	293	1
10665	20090417	1	26	147	441	1
10665	20090417	1	27	127	321	1
10665	20090417	1	28	147	495	1
10665	20090417	1	29	127	505	1
10665	20090417	1	30	204	273	2
10665	20090417	1	31	147	377	1
10665	20090417	1	32	150	405	1
10665	20090417	1	33	148	313	1
10665	20090417	1	34	130	349	1
10665	20090417	1	35	128	357	1
10665	20090417	1	36	204	393	1
10665	20090417	1	37	202	389	1
10665	20090417	1	38	127	277	1
10665	20090417	1	39	202	429	1
10665	20090417	1	40	129	373	1
10665	20090417	1	41	148	325	1
10665	20090417	1	42	149	409	1
10665	20090417	2	1	127	321	1
10665	20090417	2	2	147	325	1
10665	20090417	2	3	127	357	1
10665	20090417	2	4	204	309	1
10665	20090417	2	5	150	321	1
10665	20090417	2	6	129	337	1
10665	20090417	2	7	150	493	1
10665	20090417	2	8	147	NA	-1
10665	20090417	2	9	203	361	1
10665	20090417	2	10	149	360	1
10665	20090417	2	11	130	317	1
10665	20090417	2	12	127	317	1
10665	20090417	2	13	201	345	2
10665	20090417	2	14	202	NA	-1
10665	20090417	2	15	203	337	1
10665	20090417	2	16	148	501	1
10665	20090417	2	17	148	353	1
10665	20090417	2	18	204	349	1
10665	20090417	2	19	148	341	1
10665	20090417	2	20	127	329	2
10665	20090417	2	21	129	325	2
10665	20090417	2	22	128	365	1
10665	20090417	2	23	130	273	1
10665	20090417	2	24	204	413	1
10665	20090417	2	25	149	321	1
10665	20090417	2	26	149	345	1
10665	20090417	2	27	204	473	1
10665	20090417	2	28	128	453	1
10665	20090417	2	29	130	320	2
10665	20090417	2	30	150	357	1
10665	20090417	2	31	201	336	1
10665	20090417	2	32	201	337	1
10665	20090417	2	33	147	305	1
10665	20090417	2	34	129	397	1
10665	20090417	2	35	202	360	1
10665	20090417	2	36	202	369	1
10665	20090417	2	37	130	321	1
10665	20090417	2	38	147	453	1
10665	20090417	2	39	128	417	1
10665	20090417	2	40	203	317	1
10665	20090417	2	41	150	337	1
10665	20090417	2	42	201	305	1
10665	20090417	3	1	147	353	1
10665	20090417	3	2	127	349	1
10665	20090417	3	3	129	341	1
10665	20090417	3	4	147	365	1
10665	20090417	3	5	202	325	1
10665	20090417	3	6	129	369	1
10665	20090417	3	7	127	337	1
10665	20090417	3	8	204	321	1
10665	20090417	3	9	201	329	1
10665	20090417	3	10	150	348	1
10665	20090417	3	11	203	317	1
10665	20090417	3	12	201	347	1
10665	20090417	3	13	128	357	2
10665	20090417	3	14	147	429	1
10665	20090417	3	15	149	281	2
10665	20090417	3	16	202	341	1
10665	20090417	3	17	128	337	1
10665	20090417	3	18	202	317	1
10665	20090417	3	19	150	317	1
10665	20090417	3	20	128	333	1
10665	20090417	3	21	129	333	1
10665	20090417	3	22	148	293	1
10665	20090417	3	23	148	365	1
10665	20090417	3	24	130	313	2
10665	20090417	3	25	204	325	1
10665	20090417	3	26	147	321	1
10665	20090417	3	27	203	384	1
10665	20090417	3	28	130	325	1
10665	20090417	3	29	149	357	2
10665	20090417	3	30	203	328	1
10665	20090417	3	31	130	341	1
10665	20090417	3	32	149	349	1
10665	20090417	3	33	127	537	1
10665	20090417	3	34	150	321	1
10665	20090417	3	35	204	321	1
10665	20090417	3	36	148	365	1
10665	20090417	3	37	127	349	1
10665	20090417	3	38	204	305	1
10665	20090417	3	39	130	321	1
10665	20090417	3	40	150	321	1
10665	20090417	3	41	201	357	1
10665	20090417	3	42	201	405	1
10665	20090417	4	1	147	277	1
10665	20090417	4	2	130	325	1
10665	20090417	4	3	202	292	2
10665	20090417	4	4	149	333	1
10665	20090417	4	5	201	321	1
10665	20090417	4	6	202	321	1
10665	20090417	4	7	129	349	1
10665	20090417	4	8	129	360	1
10665	20090417	4	9	150	317	1
10665	20090417	4	10	149	321	1
10665	20090417	4	11	130	277	1
10665	20090417	4	12	127	NA	-1
10665	20090417	4	13	203	457	1
10665	20090417	4	14	204	345	1
10665	20090417	4	15	129	317	1
10665	20090417	4	16	150	357	1
10665	20090417	4	17	128	NA	-1
10665	20090417	4	18	204	341	1
10665	20090417	4	19	203	337	1
10665	20090417	4	20	148	329	1
10665	20090417	4	21	149	373	1
10665	20090417	4	22	201	397	1
10665	20090417	4	23	203	333	1
10665	20090417	4	24	127	381	1
10665	20090417	4	25	150	421	1
10665	20090417	4	26	147	397	1
10665	20090417	4	27	148	302	1
10665	20090417	4	28	128	365	1
10665	20090417	4	29	127	352	1
10665	20090417	4	30	127	369	1
10665	20090417	4	31	147	309	1
10665	20090417	4	32	204	341	1
10665	20090417	4	33	148	320	1
10665	20090417	4	34	201	293	1
10665	20090417	4	35	204	341	1
10665	20090417	4	36	130	369	1
10665	20090417	4	37	128	317	1
10665	20090417	4	38	202	313	1
10665	20090417	4	39	147	337	1
10665	20090417	4	40	150	365	1
10665	20090417	4	41	201	317	1
10665	20090417	4	42	130	340	1
10665	20101215	1	1	201	NA	-1
10665	20101215	1	2	129	NA	-1
10665	20101215	1	3	203	106	2
10665	20101215	1	4	201	NA	-1
10665	20101215	1	5	130	413	1
10665	20101215	1	6	201	337	1
10665	20101215	1	7	202	NA	-1
10665	20101215	1	8	128	73	1
10665	20101215	1	9	129	NA	-1
10665	20101215	1	10	123	NA	-1
10665	20101215	1	11	130	NA	-1
10665	20101215	1	12	201	NA	-1
10665	20101215	1	13	128	233	1
10665	20101215	1	14	203	97	2
10665	20101215	1	15	130	NA	-1
10665	20101215	1	16	203	NA	-1
10665	20101215	1	17	123	NA	-1
10665	20101215	1	18	123	NA	-1
10665	20101215	1	19	130	NA	-1
10665	20101215	1	20	128	NA	-1
10665	20101215	1	21	202	NA	-1
10665	20101215	1	22	123	NA	-1
10665	20101215	1	23	202	NA	-1
10665	20101215	1	24	129	NA	-1
10665	20101215	2	1	123	365	1
10665	20101215	2	2	123	317	1
10665	20101215	2	3	129	337	1
10665	20101215	2	4	203	404	1
10665	20101215	2	5	130	349	1
10665	20101215	2	6	123	445	1
10665	20101215	2	7	201	373	2
10665	20101215	2	8	202	389	1
10665	20101215	2	9	203	368	1
10665	20101215	2	10	123	522	1
10665	20101215	2	11	129	369	1
10665	20101215	2	12	128	368	1
10665	20101215	2	13	130	489	1
10665	20101215	2	14	128	333	1
10665	20101215	2	15	130	465	1
10665	20101215	2	16	201	335	1
10665	20101215	2	17	201	453	1
10665	20101215	2	18	129	349	1
10665	20101215	2	19	202	413	1
10665	20101215	2	20	202	345	2
10665	20101215	2	21	130	389	1
10665	20101215	2	22	128	449	1
10665	20101215	2	23	203	NA	-1
10665	20101215	2	24	201	309	1
10665	20101215	3	1	123	373	1
10665	20101215	3	2	129	377	1
10665	20101215	3	3	202	301	1
10665	20101215	3	4	129	409	1
10665	20101215	3	5	123	346	2
10665	20101215	3	6	201	413	1
10665	20101215	3	7	203	409	1
10665	20101215	3	8	201	285	1
10665	20101215	3	9	128	313	1
10665	20101215	3	10	202	461	1
10665	20101215	3	11	128	501	1
10665	20101215	3	12	202	141	1
10665	20101215	3	13	128	317	1
10665	20101215	3	14	129	349	1
10665	20101215	3	15	130	357	1
10665	20101215	3	16	203	349	1
10665	20101215	3	17	130	345	1
10665	20101215	3	18	203	356	1
10665	20101215	3	19	130	333	1
10665	20101215	3	20	123	361	2
10665	20101215	3	21	123	377	1
10665	20101215	3	22	130	369	1
10665	20101215	3	23	201	369	1
10665	20101215	3	24	201	463	1
10665	20101215	4	1	130	293	1
10665	20101215	4	2	202	281	1
10665	20101215	4	3	201	313	1
10665	20101215	4	4	202	289	1
10665	20101215	4	5	129	425	1
10665	20101215	4	6	129	397	1
10665	20101215	4	7	130	313	1
10665	20101215	4	8	123	325	1
10665	20101215	4	9	203	337	1
10665	20101215	4	10	129	321	1
10665	20101215	4	11	128	345	1
10665	20101215	4	12	203	357	1
10665	20101215	4	13	201	389	1
10665	20101215	4	14	203	337	1
10665	20101215	4	15	123	357	1
10665	20101215	4	16	128	305	1
10665	20101215	4	17	123	357	1
10665	20101215	4	18	123	337	1
10665	20101215	4	19	201	337	1
10665	20101215	4	20	130	365	1
10665	20101215	4	21	128	340	1
10665	20101215	4	22	202	389	1
10665	20101215	4	23	201	333	2
10665	20101215	4	24	130	281	2
10665	20120611	1	1	201	317	1
10665	20120611	1	2	149	301	1
10665	20120611	1	3	129	289	1
10665	20120611	1	4	203	364	1
10665	20120611	1	5	201	337	1
10665	20120611	1	6	130	357	1
10665	20120611	1	7	201	376	1
10665	20120611	1	8	149	325	1
10665	20120611	1	9	147	389	1
10665	20120611	1	10	202	321	1
10665	20120611	1	11	128	381	1
10665	20120611	1	12	129	282	1
10665	20120611	1	13	127	369	1
10665	20120611	1	14	150	357	1
10665	20120611	1	15	130	289	1
10665	20120611	1	16	201	301	1
10665	20120611	1	17	150	361	1
10665	20120611	1	18	128	373	1
10665	20120611	1	19	204	528	1
10665	20120611	1	20	150	341	1
10665	20120611	1	21	203	277	1
10665	20120611	1	22	130	341	1
10665	20120611	1	23	203	417	1
10665	20120611	1	24	204	317	1
10665	20120611	1	25	148	397	1
10665	20120611	1	26	147	321	1
10665	20120611	1	27	127	369	1
10665	20120611	1	28	147	469	1
10665	20120611	1	29	127	285	1
10665	20120611	1	30	204	289	1
10665	20120611	1	31	147	289	1
10665	20120611	1	32	150	343	2
10665	20120611	1	33	148	321	1
10665	20120611	1	34	130	361	1
10665	20120611	1	35	128	301	1
10665	20120611	1	36	204	345	1
10665	20120611	1	37	202	505	1
10665	20120611	1	38	127	308	1
10665	20120611	1	39	202	325	1
10665	20120611	1	40	129	317	1
10665	20120611	1	41	148	301	1
10665	20120611	1	42	149	347	2
10665	20120611	2	1	127	269	1
10665	20120611	2	2	147	345	1
10665	20120611	2	3	127	313	1
10665	20120611	2	4	204	313	2
10665	20120611	2	5	150	381	1
10665	20120611	2	6	129	309	0
10665	20120611	2	7	150	293	1
10665	20120611	2	8	147	328	1
10665	20120611	2	9	203	325	1
10665	20120611	2	10	149	297	1
10665	20120611	2	11	130	442	1
10665	20120611	2	12	127	361	1
10665	20120611	2	13	201	NA	-1
10665	20120611	2	14	202	381	1
10665	20120611	2	15	203	333	1
10665	20120611	2	16	148	313	1
10665	20120611	2	17	148	357	1
10665	20120611	2	18	204	341	1
10665	20120611	2	19	148	317	1
10665	20120611	2	20	127	457	1
10665	20120611	2	21	129	333	1
10665	20120611	2	22	128	329	1
10665	20120611	2	23	130	321	1
10665	20120611	2	24	204	425	1
10665	20120611	2	25	149	457	1
10665	20120611	2	26	149	353	1
10665	20120611	2	27	204	325	1
10665	20120611	2	28	128	293	1
10665	20120611	2	29	130	329	1
10665	20120611	2	30	150	385	1
10665	20120611	2	31	201	405	1
10665	20120611	2	32	201	336	1
10665	20120611	2	33	147	361	1
10665	20120611	2	34	129	377	1
10665	20120611	2	35	202	353	2
10665	20120611	2	36	202	317	1
10665	20120611	2	37	130	345	1
10665	20120611	2	38	147	317	1
10665	20120611	2	39	128	397	1
10665	20120611	2	40	203	353	1
10665	20120611	2	41	150	357	1
10665	20120611	2	42	201	353	1
10665	20120611	3	1	147	486	1
10665	20120611	3	2	127	365	1
10665	20120611	3	3	129	321	1
10665	20120611	3	4	147	341	1
10665	20120611	3	5	202	289	1
10665	20120611	3	6	129	337	1
10665	20120611	3	7	127	325	1
10665	20120611	3	8	204	409	1
10665	20120611	3	9	201	301	2
10665	20120611	3	10	150	285	2
10665	20120611	3	11	203	324	1
10665	20120611	3	12	201	325	1
10665	20120611	3	13	128	297	1
10665	20120611	3	14	147	325	1
10665	20120611	3	15	149	377	2
10665	20120611	3	16	202	309	1
10665	20120611	3	17	128	325	1
10665	20120611	3	18	202	333	1
10665	20120611	3	19	150	322	1
10665	20120611	3	20	128	301	1
10665	20120611	3	21	129	325	1
10665	20120611	3	22	148	308	1
10665	20120611	3	23	148	309	1
10665	20120611	3	24	130	409	1
10665	20120611	3	25	204	369	1
10665	20120611	3	26	147	328	1
10665	20120611	3	27	203	361	1
10665	20120611	3	28	130	393	1
10665	20120611	3	29	149	345	1
10665	20120611	3	30	203	313	2
10665	20120611	3	31	130	293	1
10665	20120611	3	32	149	334	1
10665	20120611	3	33	127	289	2
10665	20120611	3	34	150	263	2
10665	20120611	3	35	204	313	1
10665	20120611	3	36	148	282	1
10665	20120611	3	37	127	321	1
10665	20120611	3	38	204	348	1
10665	20120611	3	39	130	329	1
10665	20120611	3	40	150	334	1
10665	20120611	3	41	201	317	1
10665	20120611	3	42	201	345	1
10665	20120611	4	1	147	341	1
10665	20120611	4	2	130	325	1
10665	20120611	4	3	202	289	1
10665	20120611	4	4	149	333	1
10665	20120611	4	5	201	301	1
10665	20120611	4	6	202	289	1
10665	20120611	4	7	129	307	1
10665	20120611	4	8	129	337	1
10665	20120611	4	9	150	305	1
10665	20120611	4	10	149	309	1
10665	20120611	4	11	130	313	1
10665	20120611	4	12	127	333	1
10665	20120611	4	13	203	301	1
10665	20120611	4	14	204	316	1
10665	20120611	4	15	129	299	1
10665	20120611	4	16	150	109	2
10665	20120611	4	17	128	301	1
10665	20120611	4	18	204	405	1
10665	20120611	4	19	203	309	1
10665	20120611	4	20	148	317	1
10665	20120611	4	21	149	313	1
10665	20120611	4	22	201	NA	-1
10665	20120611	4	23	203	485	1
10665	20120611	4	24	127	285	1
10665	20120611	4	25	150	329	1
10665	20120611	4	26	147	313	1
10665	20120611	4	27	148	349	1
10665	20120611	4	28	128	NA	-1
10665	20120611	4	29	127	257	1
10665	20120611	4	30	127	285	1
10665	20120611	4	31	147	285	1
10665	20120611	4	32	204	343	1
10665	20120611	4	33	148	381	1
10665	20120611	4	34	201	309	1
10665	20120611	4	35	204	310	1
10665	20120611	4	36	130	NA	-1
10665	20120611	4	37	128	337	1
10665	20120611	4	38	202	321	1
10665	20120611	4	39	147	373	1
10665	20120611	4	40	150	301	1
10665	20120611	4	41	201	349	2
10665	20120611	4	42	130	301	1
10666	20090722	1	1	147	380	1
10666	20090722	1	2	130	381	1
10666	20090722	1	3	202	469	1
10666	20090722	1	4	149	461	1
10666	20090722	1	5	201	405	1
10666	20090722	1	6	202	373	1
10666	20090722	1	7	129	673	1
10666	20090722	1	8	129	417	1
10666	20090722	1	9	150	565	1
10666	20090722	1	10	149	NA	-1
10666	20090722	1	11	130	421	1
10666	20090722	1	12	127	NA	-1
10666	20090722	1	13	203	425	1
10666	20090722	1	14	204	461	1
10666	20090722	1	15	129	473	1
10666	20090722	1	16	150	NA	-1
10666	20090722	1	17	128	361	1
10666	20090722	1	18	204	489	1
10666	20090722	1	19	203	425	1
10666	20090722	1	20	148	451	1
10666	20090722	1	21	149	453	1
10666	20090722	1	22	201	385	1
10666	20090722	1	23	203	NA	-1
10666	20090722	1	24	127	409	1
10666	20090722	1	25	150	445	1
10666	20090722	1	26	147	453	1
10666	20090722	1	27	148	433	1
10666	20090722	1	28	128	361	1
10666	20090722	1	29	127	393	1
10666	20090722	1	30	127	373	1
10666	20090722	1	31	147	401	1
10666	20090722	1	32	204	441	1
10666	20090722	1	33	148	433	1
10666	20090722	1	34	201	NA	-1
10666	20090722	1	35	204	NA	-1
10666	20090722	1	36	130	NA	-1
10666	20090722	1	37	128	389	1
10666	20090722	1	38	202	NA	-1
10666	20090722	1	39	147	321	1
