luna	date	rtype	ncor	n	acc	ndropped	meanlat
10700	20120831	neut	53	56	0.946428571428571	2	415.981132075472
10700	20120831	rew	55	56	0.982142857142857	1	423.181818181818
10701	20090804	pun	49	56	0.875	1	398.938775510204
10701	20090804	neut	50	56	0.892857142857143	0	397.56
10701	20090804	rew	47	56	0.839285714285714	1	405.042553191489
10701	20110323	pun	43	56	0.767857142857143	1	402.488372093023
10701	20110323	neut	38	56	0.678571428571429	3	399.315789473684
10701	20110323	rew	36	56	0.642857142857143	3	403
10701	20120906	pun	43	56	0.767857142857143	12	414.627906976744
10701	20120906	neut	44	56	0.785714285714286	10	405.295454545455
10701	20120906	rew	43	56	0.767857142857143	9	429.581395348837
10703	20090710	pun	45	56	0.803571428571429	7	463.333333333333
10703	20090710	neut	46	56	0.821428571428571	7	505.847826086957
10703	20090710	rew	40	56	0.714285714285714	12	469.675
10703	20110118	pun	49	56	0.875	4	478.448979591837
10703	20110118	neut	50	56	0.892857142857143	2	456.9
10703	20110118	rew	52	56	0.928571428571429	1	475.5
10703	20120726	pun	50	56	0.892857142857143	6	432.74
10703	20120726	neut	47	56	0.839285714285714	9	439.68085106383
10703	20120726	rew	50	56	0.892857142857143	4	431.32
10707	20090713	pun	51	56	0.910714285714286	3	432.666666666667
10707	20090713	neut	51	56	0.910714285714286	0	464.352941176471
10707	20090713	rew	48	56	0.857142857142857	5	444.458333333333
10708	20090723	pun	51	56	0.910714285714286	5	472.627450980392
10708	20090723	neut	51	56	0.910714285714286	5	483.549019607843
10708	20090723	rew	52	56	0.928571428571429	2	485.884615384615
10708	20110803	pun	41	56	0.732142857142857	15	452.073170731707
10708	20110803	neut	44	56	0.785714285714286	12	476.568181818182
10708	20110803	rew	40	56	0.714285714285714	16	424.425
10709	20090723	pun	47	56	0.839285714285714	2	455.340425531915
10709	20090723	neut	47	56	0.839285714285714	1	471.510638297872
10709	20090723	rew	44	56	0.785714285714286	7	456.977272727273
10709	20110803	pun	49	56	0.875	5	417.612244897959
10709	20110803	neut	48	56	0.857142857142857	5	439.333333333333
10709	20110803	rew	44	56	0.785714285714286	4	430.386363636364
10710	20090720	pun	51	56	0.910714285714286	2	386.333333333333
10710	20090720	neut	45	56	0.803571428571429	5	370.2
10710	20090720	rew	48	56	0.857142857142857	4	370.708333333333
10711	20090716	pun	43	56	0.767857142857143	2	434.744186046512
10711	20090716	neut	39	56	0.696428571428571	5	410.051282051282
10711	20090716	rew	41	56	0.732142857142857	4	424.024390243902
10711	20110126	pun	49	56	0.875	5	384.122448979592
10711	20110126	neut	47	56	0.839285714285714	4	379.255319148936
10711	20110126	rew	51	56	0.910714285714286	3	404.960784313725
10711	20121108	pun	52	56	0.928571428571429	4	345.769230769231
10711	20121108	neut	46	56	0.821428571428571	6	346.978260869565
10711	20121108	rew	49	56	0.875	5	341.408163265306
10712	20090720	pun	52	56	0.928571428571429	1	421.730769230769
10712	20090720	neut	43	56	0.767857142857143	2	423.023255813953
10712	20090720	rew	52	56	0.928571428571429	0	419.865384615385
10713	20090725	pun	53	56	0.946428571428571	3	499.320754716981
10713	20090725	neut	52	56	0.928571428571429	2	511.423076923077
10713	20090725	rew	53	56	0.946428571428571	3	531.943396226415
10713	20110212	pun	55	56	0.982142857142857	1	475.509090909091
10713	20110212	neut	52	56	0.928571428571429	3	462.038461538462
10713	20110212	rew	52	56	0.928571428571429	4	470.942307692308
10717	20090810	pun	33	56	0.589285714285714	13	539.727272727273
10717	20090810	neut	40	56	0.714285714285714	14	548.3
10717	20090810	rew	37	56	0.660714285714286	10	568.891891891892
10717	20110226	pun	49	56	0.875	3	492.510204081633
10717	20110226	neut	44	56	0.785714285714286	7	467.295454545455
10717	20110226	rew	44	56	0.785714285714286	9	501.613636363636
10717	20120915	pun	23	56	0.410714285714286	29	412.652173913043
10717	20120915	neut	22	56	0.392857142857143	29	371.5
10717	20120915	rew	25	56	0.446428571428571	28	406.96
10745	20090909	pun	56	56	1	0	390.625
10745	20090909	neut	55	56	0.982142857142857	0	397.436363636364
10745	20090909	rew	53	56	0.946428571428571	2	398.283018867925
10747	20090901	pun	51	56	0.910714285714286	3	359.352941176471
10747	20090901	neut	52	56	0.928571428571429	4	351.134615384615
10747	20090901	rew	52	56	0.928571428571429	1	364.692307692308
10747	20110514	pun	52	56	0.928571428571429	4	407.865384615385
10747	20110514	neut	50	56	0.892857142857143	6	408.86
10747	20110514	rew	51	56	0.910714285714286	4	397.823529411765
10747	20120828	pun	52	56	0.928571428571429	4	360.961538461538
10747	20120828	neut	51	56	0.910714285714286	4	346.921568627451
10747	20120828	rew	48	56	0.857142857142857	7	360.041666666667
10749	20090901	pun	37	56	0.660714285714286	7	478.189189189189
10749	20090901	neut	31	56	0.553571428571429	15	474.451612903226
10749	20090901	rew	28	56	0.5	9	504.214285714286
10749	20110616	pun	34	56	0.607142857142857	12	460.029411764706
10749	20110616	neut	31	56	0.553571428571429	18	455.548387096774
10749	20110616	rew	37	56	0.660714285714286	11	478.378378378378
10749	20130910	pun	51	56	0.910714285714286	5	422.411764705882
10749	20130910	neut	48	56	0.857142857142857	6	422.291666666667
10749	20130910	rew	52	56	0.928571428571429	2	425.442307692308
10757	20091028	pun	26	56	0.464285714285714	27	372.5
10757	20091028	neut	27	56	0.482142857142857	29	399.888888888889
10757	20091028	rew	28	56	0.5	27	374.035714285714
10757	20091124	pun	25	56	0.446428571428571	30	372.76
10757	20091124	neut	26	56	0.464285714285714	23	408.923076923077
10757	20091124	rew	23	56	0.410714285714286	30	400.086956521739
10757	20110601	pun	39	56	0.696428571428571	14	383.923076923077
10757	20110601	neut	45	56	0.803571428571429	11	389.577777777778
10757	20110601	rew	41	56	0.732142857142857	11	390.048780487805
10757	20121218	pun	28	56	0.5	24	366.535714285714
10757	20121218	neut	24	56	0.428571428571429	28	360.666666666667
10757	20121218	rew	27	56	0.482142857142857	26	362.148148148148
10758	20091031	pun	34	56	0.607142857142857	21	421.058823529412
10758	20091031	neut	33	56	0.589285714285714	22	381.181818181818
10758	20091031	rew	36	56	0.642857142857143	20	374.777777777778
10758	20110614	pun	52	56	0.928571428571429	4	368.903846153846
10758	20110614	neut	53	56	0.946428571428571	3	360
10758	20110614	rew	54	56	0.964285714285714	2	374.685185185185
10758	20121009	pun	46	56	0.821428571428571	8	375
10758	20121009	neut	46	56	0.821428571428571	9	382.195652173913
10758	20121009	rew	48	56	0.857142857142857	7	390.25
10760	20091031	pun	44	56	0.785714285714286	11	404.909090909091
10760	20091031	neut	44	56	0.785714285714286	7	444.068181818182
10760	20091031	rew	40	56	0.714285714285714	7	423.375
10760	20110513	pun	50	56	0.892857142857143	4	363.6
10760	20110513	neut	50	56	0.892857142857143	4	364.92
10760	20110513	rew	48	56	0.857142857142857	5	354.708333333333
10760	20121030	pun	54	56	0.964285714285714	1	345.296296296296
10760	20121030	neut	47	56	0.839285714285714	9	350
10760	20121030	rew	48	56	0.857142857142857	4	356.333333333333
10761	20091120	pun	32	56	0.571428571428571	22	462.5625
10761	20091120	neut	36	56	0.642857142857143	18	412.777777777778
10761	20091120	rew	29	56	0.517857142857143	24	441.413793103448
10761	20110519	pun	53	56	0.946428571428571	3	427.396226415094
10761	20110519	neut	51	56	0.910714285714286	3	419.686274509804
10761	20110519	rew	48	56	0.857142857142857	4	410.145833333333
10761	20121001	pun	35	56	0.625	17	415.457142857143
10761	20121001	neut	40	56	0.714285714285714	12	447.025
10761	20121001	rew	35	56	0.625	16	437.685714285714
10762	20091130	pun	35	56	0.625	17	408.171428571429
10762	20091130	neut	46	56	0.821428571428571	9	373.608695652174
10762	20091130	rew	40	56	0.714285714285714	13	392.325
10762	20110907	pun	55	56	0.982142857142857	1	357.781818181818
10762	20110907	neut	55	56	0.982142857142857	0	345.018181818182
10762	20110907	rew	54	56	0.964285714285714	1	347
10765	20091116	pun	54	56	0.964285714285714	1	363.314814814815
10765	20091116	neut	53	56	0.946428571428571	3	357.547169811321
10765	20091116	rew	55	56	0.982142857142857	1	373.472727272727
10765	20110912	pun	51	56	0.910714285714286	4	345.078431372549
10765	20110912	neut	53	56	0.946428571428571	3	342.547169811321
10765	20110912	rew	52	56	0.928571428571429	4	353.692307692308
10765	20121024	pun	50	56	0.892857142857143	5	336.84
10765	20121024	neut	46	56	0.821428571428571	8	329.804347826087
10765	20121024	rew	48	56	0.857142857142857	7	341.666666666667
10766	20091201	pun	27	56	0.482142857142857	28	346.962962962963
10766	20091201	neut	33	56	0.589285714285714	20	365.969696969697
10766	20091201	rew	31	56	0.553571428571429	24	383.483870967742
10766	20110915	pun	54	56	0.964285714285714	2	390.092592592593
10766	20110915	neut	53	56	0.946428571428571	2	394.132075471698
10766	20110915	rew	51	56	0.910714285714286	5	399.039215686275
10766	20130130	pun	46	56	0.821428571428571	9	382.195652173913
10766	20130130	neut	48	56	0.857142857142857	8	373.958333333333
10766	20130130	rew	52	56	0.928571428571429	4	386.865384615385
10767	20091216	pun	41	56	0.732142857142857	12	462.463414634146
10767	20091216	neut	39	56	0.696428571428571	12	457
10767	20091216	rew	41	56	0.732142857142857	11	482.365853658537
10767	20110523	pun	9	14	0.642857142857143	2	531.666666666667
10767	20110523	neut	8	14	0.571428571428571	4	516.375
10767	20110523	rew	14	14	1	0	532.071428571429
10767	20131207	pun	52	56	0.928571428571429	2	392.903846153846
10767	20131207	neut	53	56	0.946428571428571	3	396.641509433962
10767	20131207	rew	52	56	0.928571428571429	1	394.423076923077
10768	20091202	pun	44	56	0.785714285714286	12	385.681818181818
10768	20091202	neut	49	56	0.875	7	377.959183673469
10768	20091202	rew	48	56	0.857142857142857	8	385.5
10768	20121212	pun	44	56	0.785714285714286	12	374.863636363636
10768	20121212	neut	43	56	0.767857142857143	11	380.627906976744
10768	20121212	rew	44	56	0.785714285714286	12	408.795454545455
10772	20091224	pun	40	56	0.714285714285714	11	567.25
10772	20091224	neut	32	56	0.571428571428571	14	581.6875
10772	20091224	rew	29	56	0.517857142857143	13	543.655172413793
10772	20120503	pun	50	56	0.892857142857143	2	446
10772	20120503	neut	55	56	0.982142857142857	1	468.690909090909
10772	20120503	rew	53	56	0.946428571428571	2	466.509433962264
10773	20100102	pun	50	56	0.892857142857143	0	448.88
10773	20100102	neut	42	56	0.75	6	453.333333333333
10773	20100102	rew	39	56	0.696428571428571	4	478.51282051282
10773	20110709	pun	49	56	0.875	3	369.326530612245
10773	20110709	neut	51	56	0.910714285714286	4	384.019607843137
10773	20110709	rew	48	56	0.857142857142857	5	378.166666666667
10773	20130228	pun	52	56	0.928571428571429	4	346.019230769231
10773	20130228	neut	54	56	0.964285714285714	2	343.574074074074
10773	20130228	rew	53	56	0.946428571428571	3	352.037735849057
10774	20100102	pun	33	56	0.589285714285714	20	375.909090909091
10774	20100102	neut	38	56	0.678571428571429	17	376.5
10774	20100102	rew	41	56	0.732142857142857	13	360.09756097561
10774	20110709	pun	53	56	0.946428571428571	3	323.660377358491
10774	20110709	neut	55	56	0.982142857142857	1	316.381818181818
10774	20110709	rew	51	56	0.910714285714286	2	321.705882352941
10774	20130228	pun	49	56	0.875	7	312.632653061225
10774	20130228	neut	48	56	0.857142857142857	8	325.4375
10774	20130228	rew	54	56	0.964285714285714	2	320.574074074074
10777	20100125	pun	13	56	0.232142857142857	35	551.769230769231
10777	20100125	neut	13	56	0.232142857142857	34	600.153846153846
10777	20100125	rew	6	56	0.107142857142857	41	684.5
10778	20100326	pun	54	56	0.964285714285714	2	386
10778	20100326	neut	52	56	0.928571428571429	4	385.057692307692
10778	20100326	rew	51	56	0.910714285714286	5	404.705882352941
10779	20100218	pun	41	56	0.732142857142857	9	427.926829268293
10779	20100218	neut	48	56	0.857142857142857	3	411.416666666667
10779	20100218	rew	46	56	0.821428571428571	6	414.347826086957
10780	20100331	pun	47	56	0.839285714285714	3	514.851063829787
10780	20100331	neut	42	56	0.75	7	507.738095238095
10780	20100331	rew	42	56	0.75	8	551.309523809524
10780	20110823	pun	27	56	0.482142857142857	22	508
10780	20110823	neut	34	56	0.607142857142857	19	473.5
10780	20110823	rew	20	56	0.357142857142857	29	488.8
10780	20130625	pun	53	56	0.946428571428571	2	479.77358490566
10780	20130625	neut	52	56	0.928571428571429	1	469.865384615385
10780	20130625	rew	48	56	0.857142857142857	3	484.0625
10782	20100323	pun	43	56	0.767857142857143	12	384.767441860465
10782	20100323	neut	48	56	0.857142857142857	6	389.645833333333
10782	20100323	rew	43	56	0.767857142857143	8	400.348837209302
10783	20100330	pun	41	56	0.732142857142857	9	580.463414634146
10783	20100330	neut	46	56	0.821428571428571	6	575.086956521739
10783	20100330	rew	44	56	0.785714285714286	9	585.022727272727
10784	20100331	pun	45	56	0.803571428571429	10	317.133333333333
10784	20100331	neut	42	56	0.75	14	326.119047619048
10784	20100331	rew	36	56	0.642857142857143	18	344.944444444444
10786	20100319	pun	51	56	0.910714285714286	4	347.803921568627
10786	20100319	neut	51	56	0.910714285714286	5	345.764705882353
10786	20100319	rew	42	56	0.75	11	385.785714285714
10786	20111201	pun	55	56	0.982142857142857	1	336.690909090909
10786	20111201	neut	53	56	0.946428571428571	1	342.150943396226
10786	20111201	rew	52	56	0.928571428571429	3	352.846153846154
10786	20131209	pun	48	56	0.857142857142857	6	341.416666666667
10786	20131209	neut	47	56	0.839285714285714	9	354.170212765957
10786	20131209	rew	40	56	0.714285714285714	14	357.175
10787	20100519	pun	46	56	0.821428571428571	6	462.217391304348
10787	20100519	neut	45	56	0.803571428571429	4	470.4
10787	20100519	rew	47	56	0.839285714285714	4	478.872340425532
10788	20100326	pun	55	56	0.982142857142857	0	368.818181818182
10788	20100326	neut	52	56	0.928571428571429	2	373.038461538462
10788	20100326	rew	52	56	0.928571428571429	2	374.019230769231
10788	20111217	pun	52	56	0.928571428571429	2	377.423076923077
10788	20111217	neut	50	56	0.892857142857143	2	387.6
10788	20111217	rew	54	56	0.964285714285714	2	380.574074074074
10790	20100409	pun	37	56	0.660714285714286	6	433.513513513513
10790	20100409	neut	37	56	0.660714285714286	5	442.027027027027
10790	20100409	rew	33	56	0.589285714285714	8	485.606060606061
10790	20131014	pun	39	56	0.696428571428571	2	439.897435897436
10790	20131014	neut	39	56	0.696428571428571	1	462.948717948718
10790	20131014	rew	37	56	0.660714285714286	7	461.297297297297
10796	20100520	pun	53	56	0.946428571428571	2	417.188679245283
10796	20100520	neut	53	56	0.946428571428571	3	394.207547169811
10796	20100520	rew	52	56	0.928571428571429	3	433.576923076923
10796	20120220	pun	52	56	0.928571428571429	4	400.057692307692
10796	20120220	neut	51	56	0.910714285714286	4	388.294117647059
10796	20120220	rew	54	56	0.964285714285714	2	402.944444444444
10796	20130325	pun	32	56	0.571428571428571	22	342.90625
10796	20130325	neut	28	56	0.5	28	336.107142857143
10796	20130325	rew	29	56	0.517857142857143	27	349.655172413793
10797	20100405	pun	52	56	0.928571428571429	2	432.615384615385
10797	20100405	neut	48	56	0.857142857142857	3	423.041666666667
10797	20100405	rew	51	56	0.910714285714286	4	440.56862745098
10797	20111128	pun	55	56	0.982142857142857	0	412.981818181818
10797	20111128	neut	56	56	1	0	383.535714285714
10797	20111128	rew	55	56	0.982142857142857	1	402.309090909091
10797	20130524	pun	49	56	0.875	5	423.183673469388
10797	20130524	neut	54	56	0.964285714285714	1	424.537037037037
10797	20130524	rew	50	56	0.892857142857143	5	425.46
10798	20100518	pun	33	56	0.589285714285714	10	424.333333333333
10798	20100518	neut	32	56	0.571428571428571	4	404.6875
10798	20100518	rew	39	56	0.696428571428571	0	404.51282051282
10798	20111215	pun	34	56	0.607142857142857	4	390.882352941176
10798	20111215	neut	31	56	0.553571428571429	4	425.032258064516
10798	20111215	rew	39	56	0.696428571428571	3	409.846153846154
10798	20131007	pun	48	56	0.857142857142857	6	369.291666666667
10798	20131007	neut	45	56	0.803571428571429	4	407.133333333333
10798	20131007	rew	48	56	0.857142857142857	3	386.354166666667
10800	20100424	pun	48	56	0.857142857142857	6	422.333333333333
10800	20100424	neut	49	56	0.875	2	438.285714285714
10800	20100424	rew	45	56	0.803571428571429	4	419.111111111111
10801	20100426	pun	41	56	0.732142857142857	15	424.439024390244
10801	20100426	neut	44	56	0.785714285714286	12	429.977272727273
10801	20100426	rew	39	56	0.696428571428571	14	446.153846153846
10802	20100326	pun	44	56	0.785714285714286	10	369.704545454545
10802	20100326	neut	40	56	0.714285714285714	15	376.775
10802	20100326	rew	43	56	0.767857142857143	13	384.581395348837
10802	20130528	pun	41	56	0.732142857142857	13	413.317073170732
10802	20130528	neut	46	56	0.821428571428571	5	447.347826086957
10802	20130528	rew	46	56	0.821428571428571	8	447.826086956522
10803	20100414	pun	51	56	0.910714285714286	1	438.019607843137
10803	20100414	neut	53	56	0.946428571428571	2	432.811320754717
10803	20100414	rew	53	56	0.946428571428571	0	444.792452830189
10804	20100525	pun	40	56	0.714285714285714	4	595.475
10804	20100525	neut	39	56	0.696428571428571	5	620.230769230769
10804	20100525	rew	37	56	0.660714285714286	3	644.351351351351
10804	20111203	pun	22	56	0.392857142857143	15	504.772727272727
10804	20111203	neut	29	56	0.517857142857143	7	454.586206896552
10804	20111203	rew	25	56	0.446428571428571	12	466.12
10805	20100412	pun	52	56	0.928571428571429	4	408.961538461538
10805	20100412	neut	52	56	0.928571428571429	3	390.615384615385
10805	20100412	rew	51	56	0.910714285714286	3	405.21568627451
10805	20111103	pun	48	56	0.857142857142857	8	359.375
10805	20111103	neut	47	56	0.839285714285714	9	357.723404255319
10805	20111103	rew	47	56	0.839285714285714	9	356.659574468085
10805	20130508	pun	49	56	0.875	5	367.061224489796
10805	20130508	neut	50	56	0.892857142857143	5	375.56
10805	20130508	rew	52	56	0.928571428571429	3	375.653846153846
10806	20100421	pun	37	56	0.660714285714286	8	543.108108108108
10806	20100421	neut	36	56	0.642857142857143	6	545.027777777778
10806	20100421	rew	39	56	0.696428571428571	8	513.615384615385
10806	20111230	pun	52	56	0.928571428571429	1	444.846153846154
10806	20111230	neut	44	56	0.785714285714286	3	466.045454545455
10806	20111230	rew	46	56	0.821428571428571	1	463.652173913043
10807	20100412	pun	40	56	0.714285714285714	10	465.925
10807	20100412	neut	40	56	0.714285714285714	10	490.875
10807	20100412	rew	34	56	0.607142857142857	15	437.529411764706
10808	20100501	pun	53	56	0.946428571428571	2	442.358490566038
10808	20100501	neut	51	56	0.910714285714286	1	451.56862745098
10808	20100501	rew	50	56	0.892857142857143	4	459.44
10808	20120629	pun	51	56	0.910714285714286	4	439.274509803922
10808	20120629	neut	52	56	0.928571428571429	4	425.807692307692
10808	20120629	rew	54	56	0.964285714285714	1	421.12962962963
10808	20130709	pun	50	56	0.892857142857143	5	394.7
10808	20130709	neut	51	56	0.910714285714286	3	390
10808	20130709	rew	50	56	0.892857142857143	5	428.62
10809	20100607	pun	36	56	0.642857142857143	7	400.666666666667
10809	20100607	neut	37	56	0.660714285714286	10	414.567567567568
10809	20100607	rew	30	56	0.535714285714286	14	427.1
10809	20120405	pun	41	56	0.732142857142857	12	439.121951219512
10809	20120405	neut	34	56	0.607142857142857	21	441.441176470588
10809	20120405	rew	33	56	0.589285714285714	17	461.242424242424
10809	20131111	pun	50	56	0.892857142857143	3	466.74
10809	20131111	neut	40	56	0.714285714285714	5	458.725
10809	20131111	rew	46	56	0.821428571428571	9	475.782608695652
10811	20100410	pun	37	56	0.660714285714286	11	472.162162162162
10811	20100410	neut	33	56	0.589285714285714	11	483.636363636364
10811	20100410	rew	28	56	0.5	14	460.285714285714
10811	20111116	pun	40	56	0.714285714285714	2	494.275
10811	20111116	neut	38	56	0.678571428571429	8	465.815789473684
10811	20111116	rew	35	56	0.625	6	461.857142857143
10811	20140417	pun	42	56	0.75	9	408.595238095238
10811	20140417	neut	45	56	0.803571428571429	7	409.488888888889
10811	20140417	rew	45	56	0.803571428571429	9	413.511111111111
10812	20100508	pun	47	56	0.839285714285714	5	505.936170212766
10812	20100508	neut	53	56	0.946428571428571	1	492.490566037736
10812	20100508	rew	50	56	0.892857142857143	4	504.86
10812	20111206	pun	51	56	0.910714285714286	3	421
10812	20111206	neut	53	56	0.946428571428571	2	412.320754716981
10812	20111206	rew	51	56	0.910714285714286	3	450.666666666667
10812	20140109	pun	51	56	0.910714285714286	5	429.745098039216
10812	20140109	neut	49	56	0.875	3	422.979591836735
10812	20140109	rew	53	56	0.946428571428571	1	458.641509433962
10813	20100422	pun	29	56	0.517857142857143	22	455.51724137931
10813	20100422	neut	35	56	0.625	11	467.485714285714
10813	20100422	rew	36	56	0.642857142857143	17	444.666666666667
10813	20120106	pun	48	56	0.857142857142857	2	437.583333333333
10813	20120106	neut	46	56	0.821428571428571	4	416.195652173913
10813	20120106	rew	49	56	0.875	2	423.714285714286
10814	20100524	pun	41	56	0.732142857142857	11	404.975609756098
10814	20100524	neut	48	56	0.857142857142857	6	427.083333333333
10814	20100524	rew	41	56	0.732142857142857	10	397.439024390244
10814	20120208	pun	20	28	0.714285714285714	7	421.75
10814	20120208	neut	21	28	0.75	7	435.571428571429
10814	20120208	rew	22	28	0.785714285714286	6	399.318181818182
10814	20130731	pun	46	56	0.821428571428571	10	424.217391304348
10814	20130731	neut	44	56	0.785714285714286	12	420.636363636364
10814	20130731	rew	42	56	0.75	12	411.928571428571
10817	20100515	pun	43	56	0.767857142857143	5	405.581395348837
10817	20100515	neut	45	56	0.803571428571429	5	427.311111111111
10817	20100515	rew	39	56	0.696428571428571	7	437.820512820513
10817	20111220	pun	34	56	0.607142857142857	20	358.676470588235
10817	20111220	neut	28	56	0.5	25	361.035714285714
10817	20111220	rew	35	56	0.625	19	363.628571428571
10818	20100626	pun	54	56	0.964285714285714	0	411.074074074074
10818	20100626	neut	47	56	0.839285714285714	2	400.276595744681
10818	20100626	rew	44	56	0.785714285714286	8	403.363636363636
10818	20120714	pun	32	56	0.571428571428571	18	383.03125
10818	20120714	neut	32	56	0.571428571428571	17	363.65625
10818	20120714	rew	31	56	0.553571428571429	19	406.161290322581
10820	20100622	pun	22	56	0.392857142857143	14	494.090909090909
10820	20100622	neut	17	56	0.303571428571429	13	444.588235294118
10820	20100622	rew	19	56	0.339285714285714	13	465.631578947368
10820	20121025	pun	27	56	0.482142857142857	22	440.222222222222
10820	20121025	neut	28	56	0.5	22	464.178571428571
10820	20121025	rew	26	56	0.464285714285714	17	477.961538461538
10821	20100625	pun	33	56	0.589285714285714	21	752.363636363636
10821	20100625	neut	24	56	0.428571428571429	23	710.166666666667
10821	20100625	rew	34	56	0.607142857142857	18	730.323529411765
10821	20120321	pun	35	56	0.625	8	552.028571428571
10821	20120321	neut	39	56	0.696428571428571	6	536.487179487179
10821	20120321	rew	38	56	0.678571428571429	7	547.421052631579
10821	20140529	pun	38	56	0.678571428571429	13	529.184210526316
10821	20140529	neut	36	56	0.642857142857143	14	556.416666666667
10821	20140529	rew	32	56	0.571428571428571	15	545.90625
10822	20100622	pun	29	42	0.69047619047619	4	467.758620689655
10822	20100622	neut	29	42	0.69047619047619	3	477.689655172414
10822	20100622	rew	32	42	0.761904761904762	0	472.65625
10822	20120229	pun	38	56	0.678571428571429	12	433.105263157895
10822	20120229	neut	35	56	0.625	9	399.771428571429
10822	20120229	rew	36	56	0.642857142857143	14	391.138888888889
10822	20130812	pun	35	56	0.625	17	384.828571428571
10822	20130812	neut	32	56	0.571428571428571	18	378.78125
10822	20130812	rew	36	56	0.642857142857143	17	393.555555555556
10823	20100723	pun	22	36	0.611111111111111	4	478.545454545455
10823	20100723	neut	20	36	0.555555555555556	7	501
10823	20100723	rew	18	35	0.514285714285714	8	509.944444444444
10824	20100723	pun	42	56	0.75	7	416.333333333333
10824	20100723	neut	37	56	0.660714285714286	5	462.189189189189
10824	20100723	rew	35	56	0.625	7	466.771428571429
10824	20111108	pun	52	56	0.928571428571429	0	353.846153846154
10824	20111108	neut	53	56	0.946428571428571	2	363.283018867925
10824	20111108	rew	52	56	0.928571428571429	1	366.076923076923
10824	20131002	pun	50	56	0.892857142857143	3	390.62
10824	20131002	neut	42	56	0.75	5	379.809523809524
10824	20131002	rew	46	56	0.821428571428571	4	395.086956521739
10826	20100726	pun	40	56	0.714285714285714	15	487.775
10826	20100726	neut	38	56	0.678571428571429	17	471.921052631579
10826	20100726	rew	34	56	0.607142857142857	16	496.970588235294
10826	20120911	pun	32	56	0.571428571428571	18	410.9375
10826	20120911	neut	34	56	0.607142857142857	12	420.617647058824
10826	20120911	rew	40	56	0.714285714285714	9	413.425
10826	20140414	pun	41	56	0.732142857142857	10	452.390243902439
10826	20140414	neut	38	56	0.678571428571429	10	457.868421052632
10826	20140414	rew	33	56	0.589285714285714	17	439.575757575758
10827	20100726	pun	34	56	0.607142857142857	11	475.235294117647
10827	20100726	neut	27	56	0.482142857142857	18	474.148148148148
10827	20100726	rew	26	56	0.464285714285714	16	451.076923076923
10836	20100722	pun	43	56	0.767857142857143	10	357.53488372093
10836	20100722	neut	42	56	0.75	11	354.119047619048
10836	20100722	rew	42	56	0.75	12	351.309523809524
10839	20100821	pun	54	56	0.964285714285714	2	547.87037037037
10839	20100821	neut	55	56	0.982142857142857	1	533.418181818182
10839	20100821	rew	52	56	0.928571428571429	2	548.730769230769
10839	20120213	pun	45	56	0.803571428571429	1	412.311111111111
10839	20120213	neut	47	56	0.839285714285714	6	419.489361702128
10839	20120213	rew	45	56	0.803571428571429	7	428.177777777778
10839	20130916	pun	39	56	0.696428571428571	11	421.48717948718
10839	20130916	neut	49	56	0.875	4	430.795918367347
10839	20130916	rew	40	56	0.714285714285714	10	415.15
10840	20100821	pun	52	56	0.928571428571429	3	409.673076923077
10840	20100821	neut	52	56	0.928571428571429	3	435.788461538462
10840	20100821	rew	46	56	0.821428571428571	6	440.630434782609
10840	20120207	pun	50	56	0.892857142857143	6	381.64
10840	20120207	neut	50	56	0.892857142857143	5	381.96
10840	20120207	rew	46	56	0.821428571428571	10	381.434782608696
10841	20100820	pun	45	56	0.803571428571429	6	398.422222222222
10841	20100820	neut	41	56	0.732142857142857	10	368.585365853659
10841	20100820	rew	43	56	0.767857142857143	7	391.232558139535
10841	20120618	pun	49	56	0.875	5	413.122448979592
10841	20120618	neut	51	56	0.910714285714286	4	423.117647058824
10841	20120618	rew	50	56	0.892857142857143	2	433.38
10842	20100823	pun	49	56	0.875	2	529.897959183673
10842	20100823	neut	47	56	0.839285714285714	5	515.191489361702
10842	20100823	rew	49	56	0.875	3	506.34693877551
10843	20100816	pun	35	56	0.625	14	535.857142857143
10843	20100816	neut	40	56	0.714285714285714	6	584.35
10843	20100816	rew	38	56	0.678571428571429	11	515.578947368421
10843	20120406	pun	47	56	0.839285714285714	3	652.382978723404
10843	20120406	neut	45	56	0.803571428571429	3	563.4
10843	20120406	rew	43	56	0.767857142857143	4	591.302325581395
10845	20100924	pun	34	56	0.607142857142857	11	387.294117647059
10845	20100924	neut	26	56	0.464285714285714	14	388.153846153846
10845	20100924	rew	21	56	0.375	17	407.333333333333
10845	20120809	pun	39	56	0.696428571428571	6	385.615384615385
10845	20120809	neut	34	56	0.607142857142857	9	377.323529411765
10845	20120809	rew	37	56	0.660714285714286	6	367.27027027027
10847	20101016	pun	47	56	0.839285714285714	0	508.765957446808
10847	20101016	neut	40	56	0.714285714285714	4	515.975
10847	20101016	rew	38	56	0.678571428571429	3	489.815789473684
10847	20120616	pun	30	56	0.535714285714286	9	512.133333333333
10847	20120616	neut	28	56	0.5	12	452.142857142857
10847	20120616	rew	28	56	0.5	13	491.714285714286
10847	20131005	pun	15	53	0.283018867924528	28	443.266666666667
10847	20131005	neut	16	54	0.296296296296296	27	492.25
10847	20131005	rew	12	52	0.230769230769231	27	447.166666666667
10849	20101115	pun	51	56	0.910714285714286	3	453.882352941176
10849	20101115	neut	49	56	0.875	1	486.938775510204
